text,label
เหนื่อยกับทุกอย่างจริงๆ,stress
รู้สึกว่าปัญหารุมเร้า,stress
กลัวตัดสินใจผิดพลาด,stress
เครียดกับเดดไลน์ที่ใกล้เข้ามา,stress
เหมือนชีวิตไม่มีเวลาหยุดพัก,stress
เครียดจนอยากปิดโทรศัพท์หนีทุกอย่าง,stress
ไม่อยากรับรู้อะไรแล้วตอนนี้,stress
ความคิดในหัววุ่นวายไปหมด,stress
เหมือนกำลังจมน้ำกับปัญหา,stress
เครียดจนไม่มีแรงยิ้ม,stress
รู้สึกกังวลโดยไม่มีเหตุผล,stress
ใจหนักมากช่วงนี้,stress
เครียดเพราะต้องรับผิดชอบหลายอย่าง,stress
นอนหลับไม่สนิทเพราะคิดมาก,stress
กังวลทุกเรื่องแม้เป็นเรื่องเล็กๆ,stress
รู้สึกเหมือนตัวเองไม่ดีพอ,stress
ชีวิตเต็มไปด้วยความกดดัน,stress
เครียดจนไม่อยากเข้าสังคม,stress
เหมือนสมองทำงานตลอดเวลา,stress
กดดันตัวเองหนักเกินไป,stress
ไม่รู้ว่าควรไปต่อยังไง,stress
ทุกอย่างดูยากไปหมดตอนนี้,stress
เหนื่อยใจกับปัญหาที่เข้ามาไม่หยุด,stress
เครียดจนรู้สึกหมดพลัง,stress
ใจล้าเกินจะรับอะไรเพิ่มแล้ว,stress
เครียดกับความสัมพันธ์รอบตัว,stress
รู้สึกเหมือนชีวิตกำลังพัง,stress
กังวลจนหายใจไม่ทั่วท้อง,stress
คิดมากจนปวดอก,stress
ความเครียดทำให้ไม่มีความสุขเลย,stress
รู้สึกเหมือนกำลังถูกกดทับ,stress
ทำอะไรก็รู้สึกกดดันไปหมด,stress
เครียดจนอยากพักทุกอย่างไว้ก่อน,stress
หัวจะระเบิดแล้ววันนี้,stress
ไม่ไหวจริงๆช่วงนี้,stress
ใจมันหนักๆบอกไม่ถูก,stress
เหมือนมีอะไรทับอยู่ในอก,stress
สมองล้าไปหมดแล้ว,stress
พักก็ยังไม่หายเหนื่อย,stress
ตึงไปหมดทั้งตัวทั้งใจ,stress
เหนื่อยจนไม่อยากพูดอะไร,stress
กดดันตัวเองทุกวัน,stress
รู้สึกเหมือนโดนบังคับตลอดเวลา,stress
อยากหายไปพักนึง,stress
อยากหนีไปไกลๆ,stress
รู้สึกเหมือนหัวจะแตกเพราะต้องคิดหลายเรื่องพร้อมกัน,stress
เครียดจนกัดเล็บตัวเองโดยไม่รู้ตัว,stress
งานถมทับจนไม่รู้จะเริ่มจากตรงไหนดี,stress
รู้สึกหายใจไม่ทั่วท้องทุกครั้งที่นึกถึงงาน,stress
เครียดจนขมวดคิ้วตลอดทั้งวัน,stress
กดดันตัวเองจนแทบไม่มีเวลาหายใจ,stress
รู้สึกเหมือนโดนบีบจากทุกทิศทางพร้อมกัน,stress
เครียดจนมือเย็นเฉียบตลอดเวลา,stress
คิดเรื่องงานจนนอนไม่หลับทั้งคืน,stress
รู้สึกท้องไส้ปั่นป่วนทุกครั้งที่เครียด,stress
เครียดจนรู้สึกเหมือนคอตึงไปหมด,stress
กังวลจนตัวสั่นทุกครั้งที่ต้องตัดสินใจ,stress
รู้สึกเหมือนสมองทำงานหนักเกินกำลัง,stress
เครียดจนกินอะไรก็ไม่รู้รสชาติ,stress
กดดันตัวเองทุกครั้งที่ผลงานออกมาไม่ดี,stress

รู้สึกเหมือนตัวเองติดอยู่ในหมอกทึบไปหมด,depression
ไม่มีเรี่ยวแรงจะยิ้มให้ใครแล้ว,depression
ทุกวันผ่านไปเหมือนกันหมดไม่มีความหมาย,depression
รู้สึกชาไปหมดทั้งตัวไม่รู้สึกอะไรเลย,depression
ไม่อยากดูแลตัวเองแม้แต่เรื่องพื้นฐาน,depression
เศร้าแบบที่อธิบายเป็นคำพูดไม่ได้,depression
รู้สึกเหมือนหัวใจถูกดูดพลังไปจนหมด,depression
ไม่มีอะไรทำให้อยากลุกจากที่นอนเลย,depression
รู้สึกเหมือนกำลังแบกก้อนหินหนักๆไว้ในอก,depression
เบื่อหน่ายกับตัวเองและทุกอย่างรอบตัว,depression
ไม่รู้สึกอินกับอะไรเหมือนเมื่อก่อนเลย,depression
รู้สึกเหมือนแสงในตัวเองดับไปหมดแล้ว,depression
ทุกอย่างรอบตัวดูเทาไปหมดไม่มีสีสัน,depression
ไม่มีแรงจะสนใจคนรอบข้างเลย,depression
รู้สึกเหมือนตัวเองกำลังละลายหายไปทีละนิด,depression
เศร้าจนรู้สึกเหมือนร่างกายมันหนักขึ้นทุกวัน,depression
ไม่อยากขยับตัวไปไหนเลยทั้งวัน,depression
รู้สึกว่างเปล่าจนไม่รู้จะเติมอะไรลงไป,depression
เหนื่อยกับการพยายามฝืนใช้ชีวิตให้ดูปกติ,depression
รู้สึกเหมือนตัวเองอยู่หลังกระจกมองโลกแบบไม่มีส่วนร่วม,depression
เศร้าจัง,depression
ไม่มีความสุขเลย,depression
รู้สึกว่างเปล่า,depression
ไม่อยากทำอะไร,depression
เบื่อทุกอย่าง,depression
ร้องไห้บ่อยมาก,depression
รู้สึกโดดเดี่ยว,depression
ไม่มีใครเข้าใจ,depression
ไม่อยากเจอใคร,depression
ชีวิตไม่มีค่า,depression
รู้สึกไร้ค่า,depression
ไม่อยากลุกจากเตียง,depression
หมดกำลังใจ,depression
ไม่มีแรงจะใช้ชีวิต,depression
ไม่สนใจอะไรแล้ว,depression
รู้สึกเฉยๆกับทุกอย่าง,depression
โลกมันน่าเบื่อ,depression
ไม่มีความหมายเลย,depression
ไม่อยากคุยกับใคร,depression
ทุกอย่างดูแย่ไปหมด,depression
เหมือนจมอยู่ในมหาสมุทรที่มองไม่เห็นฝั่ง,depression
สีสันในชีวิตหายไปหมด,depression
กินอะไรก็ไม่อร่อยเหมือนเดิม,depression
ไม่อยากตื่นมาเจอวันใหม่,depression
รู้สึกเหมือนเป็นภาระของคนรอบข้าง,depression
ข้างในมันว่างเปล่าไปหมด,depression
ร้องไห้ไม่ออกแต่มันจุกในอก,depression
ทำไมเรายิ้มไม่ได้เหมือนคนอื่น,depression
แม้แต่สิ่งที่เคยชอบก็ไม่อยากทำ,depression
อยากหายไปเงียบๆ,depression
รู้สึกเหมือนติดอยู่ในห้องมืดคนเดียว,depression
พยายามมีความสุขแต่เหนื่อยเกินไป,depression
ไม่รู้ว่าอยู่ไปเพื่ออะไร,depression
จิตใจมันพังไปหมดแล้ว,depression
ทุกอย่างรอบตัวดูหม่นหมอง,depression
เกลียดตัวเองที่ทำอะไรไม่ได้,depression
ใช้ชีวิตไปวันๆแบบไม่มีเป้าหมาย,depression
ความเศร้ากัดกินใจทุกวัน,depression
ทำอะไรก็รู้สึกว่าตัวเองผิด,depression
อยากหลับไปนานๆ,depression
ไม่มีเสียงหัวเราะมานานแล้ว,depression
หัวใจมันชาไปหมด,depression
ฝืนยิ้มจนเหนื่อย,depression
ความอ้างว้างมันน่ากลัว,depression
รู้สึกเหมือนไม่มีตัวตน,depression
เหนื่อยที่จะอธิบายความรู้สึก,depression
เก็บตัวอยู่แต่ในห้อง,depression
อนาคตดูมืดมนไปหมด,depression
ไม่มีความหวังอะไรเหลือแล้ว,depression
ใจมันแตกสลาย,depression
รู้สึกเหนื่อยกับชีวิตมาก,depression
ไม่เห็นคุณค่าของตัวเอง,depression
เหมือนโลกทั้งใบกำลังถล่ม,depression
ไม่มีแรงแม้แต่จะร้องไห้,depression
รู้สึกโดดเดี่ยวแม้อยู่ท่ามกลางคนเยอะๆ,depression
ไม่มีอะไรทำให้รู้สึกดีขึ้นเลย,depression
ทุกวันเหมือนเดิมไม่มีอะไรดีขึ้น,depression
รู้สึกเหมือนตัวเองไม่มีประโยชน์,depression
ไม่อยากออกไปไหน,depression
ไม่อยากเข้าสังคม,depression
เหมือนหัวใจหนักไปหมด,depression
ตื่นมาก็เหนื่อยแล้ว,depression
ไม่รู้จะใช้ชีวิตต่อยังไง,depression
เศร้าจนไม่อยากพูดอะไร,depression
ยิ้มไม่ออกเลยช่วงนี้,depression
รู้สึกมืดแปดด้าน,depression
ชีวิตมันเงียบเกินไป,depression
ไม่มีแรงแม้แต่จะคิด,depression
อยากหายไปจากตรงนี้,depression
รู้สึกเหมือนตัวเองไม่สำคัญ,depression
ไม่มีใครสังเกตว่าเรากำลังพัง,depression
โลกนี้ไม่เหลือที่สำหรับเรา,depression
รู้สึกหลงทางในชีวิต,depression
เศร้าจนกินอะไรไม่ลง,depression
ไม่อยากตอบข้อความใคร,depression
เหมือนใช้ชีวิตแบบไร้วิญญาณ,depression
ไม่มีแรงจะเริ่มต้นอะไรใหม่,depression
ทุกอย่างดูไร้ความหมาย,depression
เหมือนกำลังจมน้ำช้าๆ,depression
ไม่เหลือความรู้สึกตื่นเต้นกับอะไรเลย,depression
ไม่อยากรับรู้อะไรอีก,depression
หัวใจมันเหนื่อยเกินไป,depression
เหมือนชีวิตไม่มีทางออก,depression
รู้สึกตัวเองล้มเหลว,depression
ร้องไห้คนเดียวบ่อยๆ,depression
ไม่มีใครให้ระบาย,depression
ไม่อยากเป็นตัวปัญหาของใคร,depression
รู้สึกเหมือนตัวเองแตกสลาย,depression
ไม่อยากให้ใครเห็นสภาพตอนนี้,depression
ทุกคืนเต็มไปด้วยความคิดลบ,depression
อยู่เฉยๆก็เศร้า,depression
ไม่มีอะไรทำให้มีความสุขได้เลย,depression
เหมือนตัวเองหายไปจากโลกนี้แล้ว,depression
ไม่มีแรงแม้แต่จะดูแลตัวเอง,depression
ไม่อยากทำแม้แต่เรื่องง่ายๆ,depression
ไม่รู้ว่าความสุขหน้าตาเป็นยังไงแล้ว,depression
ชีวิตมันหนักเกินไป,depression
รู้สึกเหมือนกำลังพังลงทุกวัน,depression
เหนื่อยกับการต้องฝืนตัวเอง,depression
รู้สึกว่าตัวเองไม่ดีพอ,depression
ทุกอย่างในชีวิตดูว่างเปล่า,depression
ไม่มีใครเข้าใจสิ่งที่เรารู้สึก,depression
อยากอยู่เงียบๆคนเดียว,depression
ใจมันล้าไปหมด,depression
รู้สึกเศร้าแบบไม่มีสาเหตุ,depression
ไม่อยากรับโทรศัพท์จากใคร,depression
ทุกวันเหมือนต้องฝืนหายใจ,depression
รู้สึกเหมือนถูกทิ้งให้อยู่คนเดียว,depression
ไม่อยากมองหน้าตัวเอง,depression
เหนื่อยจนไม่อยากสู้ต่อ,depression
รู้สึกเหมือนชีวิตไม่มีอนาคต,depression
ไม่มีแรงจะฝันอะไรอีก,depression
ทุกอย่างดูไร้สีสัน,depression
เหมือนตัวเองจมหายไปเรื่อยๆ,depression
รู้สึกไม่มีที่ยืน,depression
แค่ใช้ชีวิตในแต่ละวันก็เหนื่อยมาก,depression
ไม่รู้ว่าควรขอความช่วยเหลือจากใคร,depression
ไม่อยากเป็นภาระให้ใคร,depression
บางวันก็ไม่อยากตื่นขึ้นมา,depression
เหมือนใจถูกบีบไว้ตลอดเวลา,depression
ไม่เหลือพลังใจแล้ว,depression
เศร้าจนปวดใจ,depression
ไม่มีแรงแม้แต่จะยิ้มตอบ,depression
รู้สึกว่าตัวเองหายไปจากความทรงจำของทุกคน,depression
นอนทั้งวันก็ยังเหนื่อย,depression
ไม่รู้ว่าความหวังอยู่ตรงไหน,depression
รู้สึกอ่อนแอเกินไป,depression
ไม่อยากพยายามอะไรอีกแล้ว,depression
อยู่ต่อไปก็ไม่รู้เพื่ออะไร,depression
ชีวิตเหมือนไม่มีแสงสว่าง,depression
ใจมันว่างจนเจ็บ,depression
ทุกอย่างค่อยๆพังลงต่อหน้า,depression
เหมือนตัวเองไม่มีค่าในสายตาใคร,depression
เศร้าจนไม่อยากลืมตา,depression
ไม่มีอะไรน่ารอคอยอีกแล้ว,depression
อยากหายไปจากทุกอย่าง,depression
รู้สึกเหมือนอยู่คนเดียวบนโลก,depression
เศ้ามากก,depression
ไม่ไหวละ,depression
เหนื่อยจังเลยอะ,depression
ไม่อยากใช้ชีวืต,depression

อยากหายไป,risk_passive
ไม่อยากอยู่แล้ว,risk_passive
ไม่อยากตื่นขึ้นมา,risk_passive
ชีวิตไม่มีความหมาย,risk_passive
ไม่มีเหตุผลที่จะอยู่,risk_passive
อยากหลับไปเลย,risk_passive
ไม่อยากมีชีวิตอยู่,risk_passive
อยากให้ทุกอย่างจบลง,risk_passive
ไม่เหลืออะไรแล้ว,risk_passive
ไม่อยากทนแล้ว,risk_passive
ไม่มีใครต้องการเรา,risk_passive
อยากหายไปจากโลกนี้,risk_passive
ไม่เห็นภาพตัวเองในวันพรุ่งนี้เลย,risk_passive
โลกนี้ไม่เหมาะกับเรา,risk_passive
รู้สึกเหมือนตายทั้งเป็น,risk_passive
แค่หายไปก็คงดี,risk_passive
ไม่รู้จะอยู่ต่อไปเพื่ออะไร,risk_passive
เหนื่อยเกินกว่าจะสู้ต่อ,risk_passive
ไม่มีแรงจะใช้ชีวิตแล้ว,risk_passive
อยากหายไปแบบไม่มีใครหาเจอ,risk_passive
ชีวิตไม่มีอะไรให้ยึดอีกแล้ว,risk_passive
ไม่อยากรับรู้โลกนี้อีก,risk_passive
ขอแค่ได้หายไปก็พอ,risk_passive
ไม่เหลือความหวังแล้ว,risk_passive
ไม่อยากหายใจต่อแล้ว,risk_passive
ทุกอย่างมันหนักเกินไป,risk_passive
ไม่เห็นทางออกของชีวิตเลย,risk_passive
เหมือนอยู่ไปวันๆรอจบ,risk_passive
ไม่อยากอยู่ให้ใครลำบาก,risk_passive
อยากปิดทุกอย่างแล้วหายไป,risk_passive
ไม่มีเหตุผลให้ตื่นมาอีกแล้ว,risk_passive
อยากหนีจากชีวิตนี้ตลอดไป,risk_passive
รู้สึกไร้ค่าจนไม่อยากอยู่,risk_passive
ชีวิตไม่มีแสงสว่างเหลือแล้ว,risk_passive
อยู่ต่อไปก็ไม่มีประโยชน์,risk_passive
ไม่เหลือใครให้ยึดเหนี่ยว,risk_passive
เหมือนตัวเองหมดค่าแล้ว,risk_passive
อยากหายไปเงียบๆคนเดียว,risk_passive
ทุกอย่างคงดีขึ้นถ้าไม่มีเรา,risk_passive
ตื่นขึ้นมาก็ยังเจ็บเหมือนเดิม,risk_passive
ไม่อยากฝืนใช้ชีวิตต่อแล้ว,risk_passive
ความเจ็บปวดมันไม่จบสักที,risk_passive
อยากหายไปโดยไม่มีใครจำได้,risk_passive
โลกนี้คงไม่ต่างอะไรถ้าไม่มีเรา,risk_passive
ไม่มีใครเข้าใจสิ่งที่เราเจอ,risk_passive
อยากพักแบบไม่ต้องกลับมาอีก,risk_passive
ไม่รู้จะทนต่อไปทำไม,risk_passive
ทุกวันมันทรมานเกินไป,risk_passive
ข้างในมันพังไปหมดแล้ว,risk_passive
ไม่เหลือกำลังใจให้ตัวเองแล้ว,risk_passive
แค่หายใจอยู่ก็เหนื่อยแล้ว,risk_passive
ชีวิตไม่มีอะไรดีขึ้นเลย,risk_passive
ไม่อยากเป็นภาระให้ครอบครัว,risk_passive
อยากหนีจากตัวเองให้ได้,risk_passive
ไม่รู้จะขอความช่วยเหลือจากใคร,risk_passive
อยู่ต่อก็มีแต่เจ็บ,risk_passive
ความมืดในใจมันหนักเกินไป,risk_passive
อยากหายไปจากความทรงจำทุกคน,risk_passive
ไม่มีใครคงสนใจถ้าเราหายไป,risk_passive
เหนื่อยจนไม่อยากลุกขึ้นมาอีก,risk_passive
ไม่เหลือพลังจะสู้ชีวิตแล้ว,risk_passive
ทุกอย่างมันจบแล้วสำหรับเรา,risk_passive
รู้สึกว่าตัวเองไม่มีคุณค่าเลย,risk_passive
ไม่เห็นอนาคตที่อยากมีชีวิตอยู่,risk_passive
บางทีการหายไปอาจดีที่สุด,risk_passive
อยากให้ทุกอย่างเงียบลงสักที,risk_passive
ไม่อยากเจอพรุ่งนี้อีกแล้ว,risk_passive
เหมือนใจมันตายไปแล้ว,risk_passive
ไม่มีใครช่วยเราได้แล้ว,risk_passive
ความเศร้ามันกินเราจนหมดแล้ว,risk_passive
อยากปล่อยทุกอย่างไปเลย,risk_passive
ไม่รู้จะอดทนไปถึงเมื่อไหร่,risk_passive
เหมือนตัวเองกำลังจมหาย,risk_passive
ไม่มีแรงจะพยายามอีกแล้ว,risk_passive
โลกนี้คงดีขึ้นถ้าไม่มีเรา,risk_passive
ไม่อยากอยู่ให้ใครผิดหวังอีก,risk_passive
อยากหายไปโดยไม่ต้องบอกลา,risk_passive
รู้สึกว่าตัวเองไม่มีที่ยืน,risk_passive
ไม่มีอะไรยึดเราไว้ได้อีก,risk_passive
เหนื่อยจนอยากยอมแพ้ทุกอย่าง,risk_passive
เหมือนชีวิตเดินมาถึงทางตัน,risk_passive
ไม่อยากรับรู้อะไรอีกต่อไป,risk_passive
ความเจ็บในใจมันหนักเกินรับไหว,risk_passive
ทุกคืนคิดแต่ว่าอยากหายไป,risk_passive
ไม่เหลือความหวังให้ตัวเองแล้ว,risk_passive
ไม่มีเหตุผลจะอยู่ต่อจริงๆ,risk_passive
อยากให้ทุกอย่างจบลงเร็วๆ,risk_passive
ข้างในมันพังจนไม่เหลืออะไร,risk_passive
ไม่มีแรงแม้แต่จะขอความช่วยเหลือ,risk_passive
เหมือนใช้ชีวิตรอวันหายไป,risk_passive
รู้สึกเหมือนโลกไม่ต้องการเรา,risk_passive
ไม่รู้ว่าตัวเองอยู่ไปเพื่ออะไร,risk_passive
อยากหยุดความรู้สึกทั้งหมดนี้,risk_passive
ใช้ชีวิตต่อไม่ไหวแล้ว,risk_passive
เหนื่อยกับการมีชีวิตอยู่,risk_passive
ไม่มีแรงจะเริ่มต้นวันใหม่,risk_passive
รู้สึกเหมือนตัวเองหายไปแล้ว,risk_passive
ไม่อยากตื่นมาใช้ชีวิตแบบเดิมอีก,risk_passive
ทุกอย่างมันดูว่างเปล่า,risk_passive
ใจมันล้าเกินไปแล้ว,risk_passive
เหมือนตัวเองไม่มีตัวตน,risk_passive
ไม่รู้ว่าความสุขอยู่ตรงไหน,risk_passive
ชีวิตมันมืดไปหมด,risk_passive
อยากพักจากโลกนี้สักพัก,risk_passive
ไม่รู้ว่าทนมาถึงตอนนี้ได้ยังไง,risk_passive
ไม่มีแรงแม้แต่จะยิ้ม,risk_passive
เหมือนถูกทิ้งไว้คนเดียวบนโลก,risk_passive
ใจมันหนักเกินไป,risk_passive
ทุกอย่างดูไร้ค่าไปหมด,risk_passive
ไม่อยากอยู่กับความรู้สึกนี้แล้ว,risk_passive
รู้สึกเหมือนกำลังหายไปทีละนิด,risk_passive
ไม่รู้จะเดินต่อไปทางไหนดี,risk_passive
ชีวิตมันไม่มีจุดหมายอีกแล้ว,risk_passive
ไม่เหลือความหวังในตัวเอง,risk_passive
อยากหลับยาวๆไม่ต้องรับรู้อะไร,risk_passive
โลกดูเงียบเหงาเกินไป,risk_passive
เหมือนข้างในมันพังตลอดเวลา,risk_passive
ไม่รู้ว่าควรสู้ต่อไปเพื่ออะไร,risk_passive
บางวันก็ไม่อยากมีชีวิตอยู่,risk_passive
แค่ตื่นมาก็เหนื่อยแล้ว,risk_passive
รู้สึกเหมือนเป็นคนเกินมาของโลกนี้,risk_passive
ไม่รู้ว่าตัวเองสำคัญกับใครบ้าง,risk_passive
อยากหายไปแบบเงียบๆ,risk_passive
ไม่อยากใช้ชีวิตต่อไปแบบนี้,risk_passive
ทุกอย่างในหัวมันหนักไปหมด,risk_passive
เหมือนตัวเองไม่มีที่ให้กลับไป,risk_passive
ไม่มีใครเข้าใจความเจ็บนี้,risk_passive
อยากให้ทุกอย่างหายไปพร้อมกัน,risk_passive
ใช้ชีวิตแบบไม่มีความรู้สึก,risk_passive
ไม่รู้ว่าตัวเองกำลังอยู่เพื่ออะไร,risk_passive
หมดแรงจะอธิบายตัวเองแล้ว,risk_passive
รู้สึกเหมือนใจว่างเปล่าตลอดเวลา,risk_passive
ไม่อยากเป็นตัวเองอีกต่อไป,risk_passive
ไม่คิดจะสู้ต่อแล้วตอนนี้,risk_passive
เบื่อที่ต้องฝืนตื่นมาทุกเช้า,risk_passive
ถ้าหลับไปแล้วไม่ตื่นก็คงโอเค,risk_passive
ไม่รู้สึกอยากทำอะไรให้ตัวเองดีขึ้นแล้ว,risk_passive
รู้สึกเหมือนเป็นตัวถ่วงของทุกคน,risk_passive
คิดว่าตัวเองไม่ควรเกิดมาเลย,risk_passive
แค่มีชีวิตอยู่ก็เหนื่อยเกินพอแล้ว,risk_passive
ไม่รู้จะฝืนยิ้มไปทำไมอีก,risk_passive
รู้สึกเหมือนตัวเองเป็นภาระตลอดเวลา,risk_passive
เบื่อการมีตัวตนอยู่ในโลกนี้,risk_passive
ไม่อยากลืมตาตื่นขึ้นมาเจออะไรอีกแล้ว,risk_passive
รู้สึกว่าไม่มีใครจะคิดถึงถ้าเราหายไปจริงๆ,risk_passive
อยากปิดสวิตช์ตัวเองไปเลย,risk_passive
ไม่เห็นเหตุผลจะฝืนมีชีวิตต่อไปอีกแล้ว,risk_passive
รู้สึกเหมือนแบกภาระที่หนักเกินจะไหว อยากวางมันลงตลอดกาล,risk_passive
คิดว่าโลกนี้จะเบาลงถ้าไม่มีเรา,risk_passive
เหนื่อยกับการพยายามมีชีวิตอยู่ทุกวัน,risk_passive
รู้สึกเหมือนตัวเองเป็นส่วนเกินของทุกที่,risk_passive
ไม่อยากรับรู้ความรู้สึกอะไรอีกแล้วตอนนี้,risk_passive
แค่หายใจแต่ละวันก็รู้สึกเหมือนเป็นภาระ,risk_passive
ไม่รู้จะทนอยู่แบบนี้ไปถึงเมื่อไหร่แล้ว,risk_passive
รู้สึกว่าตัวเองไม่มีที่ทางในโลกใบนี้แล้ว,risk_passive
อยากให้ทุกอย่างมันจบลงไปเองแบบเงียบๆ,risk_passive
เหนื่อยกับการต้องแกล้งทำเป็นโอเคทุกวัน,risk_passive
รู้สึกเหมือนตัวเองเป็นแค่ภาระที่คนอื่นต้องแบกรับ,risk_passive
ไม่เหลือแรงจะมีความหวังกับอะไรแล้วจริงๆ,risk_passive
คิดว่าถ้าเราไม่อยู่คงไม่มีใครลำบากเพราะเรา,risk_passive
เบื่อที่ต้องแบกรับความรู้สึกตัวเองอยู่คนเดียว,risk_passive
ไม่อยากเป็นตัวเองอีกแล้วในตอนนี้,risk_passive
รู้สึกเหมือนใจมันหยุดหวังอะไรไปแล้ว,risk_passive
อยากถอนตัวเองออกจากทุกอย่างที่เป็นอยู่,risk_passive
ไม่รู้จะมีชีวิตอยู่ไปเพื่อใครหรืออะไรแล้ว,risk_passive
รู้สึกเหมือนตัวเองใช้พื้นที่ในโลกนี้แบบไม่มีประโยชน์,risk_passive
