text,label
รู้สึกเหงามาก,sad
เหนื่อยใจกับทุกอย่าง,sad
ไม่รู้จะยิ้มยังไง,sad
เศร้าจนปวดใจ,sad
โลกดูมืดไปหมด,sad
ไม่มีแรงทำอะไร,sad
รู้สึกหมดหวัง,sad
เหมือนถูกทิ้ง,sad
รู้สึกไม่มีใครอยู่ข้างๆ,sad
เศร้าแบบไม่มีเหตุผล,sad
ใจมันพังหมดแล้ว,sad
ร้องไห้คนเดียวอีกแล้ว,sad
ไม่อยากออกไปไหน,sad
รู้สึกไร้ตัวตน,sad
ไม่อยากตื่นมาเจออะไร,sad
เหนื่อยกับความรู้สึกตัวเอง,sad
เหมือนกำลังจมหาย,sad
ไม่เหลือพลังใจ,sad
รู้สึกอ้างว้าง,sad
ไม่รู้ว่าควรทำยังไงต่อ,sad

โกรธมาก,angry
หงุดหงิดสุดๆ,angry
โมโหมากเลย,angry
อารมณ์เสียมาก,angry
รำคาญทุกอย่าง,angry
หงุดหงิดไปหมด,angry
เดือดมากตอนนี้,angry
โมโหจนมือสั่น,angry
อยากระเบิดอารมณ์,angry
โกรธจนพูดไม่ออก,angry
อารมณ์ขึ้นง่ายมาก,angry
ไม่พอใจเลย,angry
หงุดหงิดกับคนรอบตัว,angry
โมโหตัวเองมาก,angry
ทุกอย่างน่ารำคาญไปหมด,angry
เดือดจริงๆวันนี้,angry
หัวร้อนมาก,angry
อารมณ์เสียทั้งวัน,angry
โกรธจนอยากร้องไห้,angry
หงุดหงิดจนปวดหัว,angry
รู้สึกฉุนเฉียวมาก,angry
โมโหกับสิ่งที่เกิดขึ้น,angry
ไม่ไหวกับอะไรแบบนี้แล้ว,angry
อารมณ์เสียแบบสุดๆ,angry
อยากอยู่คนเดียวตอนนี้,angry
โมโหจนควบคุมตัวเองยาก,angry
รู้สึกเดือดดาล,angry
หงุดหงิดแม้แต่เรื่องเล็กๆ,angry
โมโหจนใจเต้นแรง,angry
อารมณ์เสียจนไม่อยากคุย,angry
โกรธทุกอย่างรอบตัว,angry
รู้สึกเหมือนจะระเบิด,angry
หัวเสียมากวันนี้,angry
หงุดหงิดกับชีวิต,angry
ไม่อยากเจอใครตอนนี้,angry
โกรธจนอยากทำลายอะไรสักอย่าง,angry
อารมณ์พุ่งมาก,angry
โมโหจนเหนื่อย,angry
หงุดหงิดกับตัวเอง,angry
โกรธที่ทุกอย่างไม่เป็นอย่างคิด,angry

กลัวมาก,fear
รู้สึกหวาดกลัว,fear
กังวลจนใจสั่น,fear
กลัวว่าจะพลาด,fear
รู้สึกไม่ปลอดภัย,fear
กลัวอนาคต,fear
ใจไม่ดีเลย,fear
กลัวว่าจะโดนด่า,fear
รู้สึกหวั่นๆ,fear
กลัวไปหมด,fear
กังวลมากตอนนี้,fear
กลัวว่าจะทำไม่ได้,fear
ไม่มั่นใจเลย,fear
รู้สึกตื่นกลัว,fear
กลัวว่าจะเสียทุกอย่าง,fear
ใจสั่นตลอดเวลา,fear
รู้สึกไม่มั่นคง,fear
กลัวว่าจะผิดหวัง,fear
กังวลจนคิดไม่ออก,fear
กลัวการเปลี่ยนแปลง,fear
รู้สึกเครียดและกลัว,fear
กลัวว่าจะไม่มีใครยอมรับ,fear
ใจหวิวๆ,fear
กลัวว่าจะล้มเหลว,fear
กังวลเรื่องอนาคตมาก,fear
รู้สึกไม่ปลอดภัยในใจ,fear
กลัวว่าจะถูกทิ้ง,fear
กลัวจนไม่กล้าทำอะไร,fear
ใจเต้นแรงมาก,fear
รู้สึกระแวง,fear
กลัวว่าจะไม่ดีพอ,fear
รู้สึกไม่กล้าเผชิญอะไร,fear
กังวลจนปวดท้อง,fear
กลัวว่าจะเสียใจ,fear
เหมือนมีเรื่องน่ากลัวตลอด,fear
กลัวที่จะเริ่มต้นใหม่,fear
ใจมันสั่นๆ,fear
กลัวว่าจะโดนปฏิเสธ,fear
รู้สึกไม่มั่นใจในตัวเอง,fear
กลัวอนาคตที่ยังมาไม่ถึง,fear

เหนื่อยมาก,tired
ล้ามากเลย,tired
ไม่มีแรงแล้ว,tired
เหนื่อยทั้งใจทั้งกาย,tired
หมดพลัง,tired
รู้สึกอ่อนล้า,tired
ง่วงทั้งวัน,tired
พักยังไงก็ไม่หายเหนื่อย,tired
หมดแรงจะพูด,tired
เพลียมาก,tired
เหมือนแบตหมด,tired
เหนื่อยจนไม่อยากขยับ,tired
ไม่มีเรี่ยวแรง,tired
ล้าสะสม,tired
เหนื่อยใจกับชีวิต,tired
สมองล้า,tired
ไม่ไหวแล้วจริงๆ,tired
อยากนอนทั้งวัน,tired
เหนื่อยจนร้องไห้,tired
รู้สึกหมดแรงใจ,tired
พลังงานเป็นศูนย์,tired
หมดแรงจะสู้,tired
ตื่นมาก็เหนื่อย,tired
เหนื่อยจนคิดอะไรไม่ออก,tired
ทั้งตัวมันล้าไปหมด,tired
หมดแรงทำทุกอย่าง,tired
เหมือนร่างกายพัง,tired
เหนื่อยเกินจะอธิบาย,tired
อยากพักยาวๆ,tired
เหนื่อยแบบไม่มีสาเหตุ,tired
ไม่อยากลุกจากเตียง,tired
เหมือนโดนดูดพลัง,tired
เหนื่อยกับคนรอบตัว,tired
หมดไฟสุดๆ,tired
อ่อนเพลียมาก,tired
เหมือนพักไม่เคยพอ,tired
ไม่มีแรงเข้าสังคม,tired
เหนื่อยจนอยากหายไปสักพัก,tired
สมองเบลอไปหมด,tired
หมดแรงจะเริ่มใหม่,tired

สับสนมาก,confused
ไม่รู้จะทำยังไง,confused
งงกับชีวิต,confused
คิดอะไรไม่ออก,confused
ตัดสินใจไม่ได้,confused
รู้สึกสับสนในตัวเอง,confused
ไม่แน่ใจว่าควรเลือกอะไร,confused
ทุกอย่างดูวุ่นวาย,confused
มึนไปหมด,confused
ไม่เข้าใจตัวเองเลย,confused
รู้สึกหลงทาง,confused
คิดวนไปหมด,confused
ไม่รู้ว่าควรไปต่อยังไง,confused
ใจมันตีกันไปหมด,confused
สับสนกับความรู้สึกตัวเอง,confused
เหมือนคิดหลายอย่างพร้อมกัน,confused
ไม่รู้ว่าอะไรถูก,confused
เหมือนยืนอยู่กลางทางแยก,confused
งงกับสิ่งที่เกิดขึ้น,confused
ไม่รู้ว่าควรเชื่อใคร,confused
สับสนจนปวดหัว,confused
ไม่รู้ว่าตัวเองต้องการอะไร,confused
คิดมากจนงงไปหมด,confused
ทุกอย่างดูไม่ชัดเจน,confused
เหมือนชีวิตไร้ทิศทาง,confused
ตัดสินใจอะไรไม่ได้เลย,confused
รู้สึกเคว้งๆ,confused
ไม่แน่ใจในตัวเอง,confused
สับสนกับอนาคต,confused
ไม่รู้ว่าควรรู้สึกยังไง,confused

วันนี้อากาศดี,neutral
กินข้าวยัง,neutral
ไปเที่ยวกันไหม,neutral
โอเค,neutral
55555,happy
ดีใจมาก,happy
