text,label
อยากเช็กใจตัวเอง,assessment
เริ่มทำแบบสอบถามได้ไหม,assessment
มีคำถามประเมินไหม,assessment
ช่วยประเมินความเสี่ยงหน่อย,assessment
อยากลองเช็กอารมณ์ตัวเอง,assessment
ขอคุยเล่นหน่อย,smalltalk
สวัสดี,smalltalk
หวัดดี,smalltalk
ทำอะไรอยู่,smalltalk
วันนี้เป็นไงบ้าง,smalltalk
กินข้าวยัง,smalltalk
เบื่อๆเลยมาคุยเล่น,smalltalk
อยู่ไหม,smalltalk
มาคุยกัน,smalltalk
อยากหาเพื่อนคุย,smalltalk
วันนี้อากาศดีเนอะ,smalltalk
นอนไม่หลับเลยมาคุย,smalltalk
มีอะไรเล่าไหม,smalltalk
กำลังทำอะไรอยู่,smalltalk
คุยเล่นกันหน่อย,smalltalk
วันนี้เหนื่อยไหม,smalltalk
ขออยู่ด้วยหน่อย,smalltalk
เหงาจัง,smalltalk
แวะมาทักทาย,smalltalk
เป็นยังไงบ้างวันนี้,smalltalk
มีเรื่องตลกไหม,smalltalk
ช่วยคุยเป็นเพื่อนหน่อย,smalltalk
วันนี้ว่างไหม,smalltalk
มานั่งคุยกันเฉยๆ,smalltalk
ช่วยปลอบหน่อย,emotional_support
ขอกำลังใจหน่อย,emotional_support
อยากได้คำปลอบใจ,emotional_support
รู้สึกแย่มากเลย,emotional_support
ช่วยพูดอะไรดีๆหน่อย,emotional_support
อยากมีคนเข้าใจ,emotional_support
ขอคำพูดให้กำลังใจหน่อย,emotional_support
ช่วยอยู่ข้างๆหน่อย,emotional_support
รู้สึกโดดเดี่ยวมาก,emotional_support
ขอพลังใจหน่อย,emotional_support
ช่วยปลอบเราที,emotional_support
อยากได้คนเข้าใจความรู้สึก,emotional_support
รู้สึกไม่โอเคเลย,emotional_support
อยากมีคนบอกว่าเราจะผ่านมันไปได้,emotional_support
ช่วยให้กำลังใจหน่อยนะ,emotional_support
ขอคำพูดดีๆหน่อย,emotional_support
อยากรู้สึกดีขึ้น,emotional_support
ช่วยฮีลใจหน่อย,emotional_support
ขอคนอยู่ด้วยตอนนี้,emotional_support
เรารู้สึกแย่มากจริงๆ,emotional_support
ช่วยหน่อย,crisis_help
ไม่ไหวแล้ว,crisis_help
อยากตาย,crisis_help
ตอนนี้แย่มาก,crisis_help
ช่วยเราที,crisis_help
กำลังจะทำร้ายตัวเอง,crisis_help
เราไม่ปลอดภัยแล้ว,crisis_help
ไม่รู้จะทำยังไงแล้ว,crisis_help
ตอนนี้ควบคุมตัวเองไม่ได้,crisis_help
อยากหายไป,crisis_help
ช่วยด่วนได้ไหม,crisis_help
เรากลัวตัวเองมากตอนนี้,crisis_help
กำลังร้องไห้หนักมาก,crisis_help
เหมือนจะพังแล้ว,crisis_help
เราอยู่คนเดียวตอนนี้,crisis_help
ช่วยหยุดความคิดนี้ที,crisis_help
ไม่รู้จะโทรหาใคร,crisis_help
เรากำลังจะแย่จริงๆ,crisis_help
ช่วยเราตอนนี้ได้ไหม,crisis_help
รู้สึกอันตรายกับตัวเอง,crisis_help
ขอข้อมูลหน่อย,information
อยากรู้เรื่องโรคซึมเศร้า,information
burnout คืออะไร,information
อาการแพนิคเป็นยังไง,information
ช่วยอธิบายหน่อย,information
โรควิตกกังวลคืออะไร,information
มีวิธีดูแลสุขภาพจิตไหม,information
อาการแบบไหนควรพบจิตแพทย์,information
ช่วยให้ข้อมูลหน่อย,information
ยาคลายเครียดคืออะไร,information
นักจิตวิทยาต่างจากจิตแพทย์ยังไง,information
มีข้อมูลเรื่องสุขภาพจิตไหม,information
ขอความรู้หน่อย,information
อยากศึกษาเรื่องซึมเศร้า,information
ช่วยอธิบายอาการ burnout หน่อย,information
